timestamp,label,cpu_usage,cpu_delta,network_rx_rps,net_delta,memory_usage_mb,http_error_rate,p99_latency_ms,rabbitmq_queue,payment_cpu,restart_rate,pod_restarts_5m
2026-05-25 15:42:42,1,0.359628,-0.167409,595.09435,-416.161,812.363281,0.0,0.0,0.0,0.000525,0.033333,3.333333
2026-05-25 15:42:59,1,0.287191,-0.072437,924.728519,329.6342,820.753906,0.0,0.0,0.0,0.000664,0.033333,3.333333
2026-05-25 15:43:17,1,0.384552,0.097361,972.855766,48.1272,1071.539062,0.0,0.0,0.0,0.000459,0.033333,3.333333
2026-05-25 15:43:34,1,0.32449,-0.060062,323.765902,-649.0899,1102.390625,0.0,0.0,0.0,0.000611,0.033333,3.333333
2026-05-25 15:43:51,1,0.334141,0.009651,362.637066,38.8712,1140.824219,0.0,0.0,0.0,0.000727,0.0,3.333333
2026-05-25 15:44:09,1,0.390963,0.056822,473.810937,111.1739,1210.613281,0.0,0.0,0.0,0.000543,0.0,3.333333
2026-05-25 15:44:27,1,0.528156,0.137193,1105.641274,631.8303,1299.734375,0.0,0.0,0.0,0.000757,0.0,3.333333
2026-05-25 15:44:44,1,0.720307,0.192151,2458.019113,1352.3778,1288.425781,0.0,0.0,0.0,0.000687,0.033333,4.444444
2026-05-25 15:45:02,1,0.667184,-0.053123,2376.597086,-81.422,1302.714844,0.0,0.0,0.0,0.00073,0.033333,4.444444
2026-05-25 15:45:19,1,0.506591,-0.160593,1980.167918,-396.4292,1296.597656,0.0,0.0,0.0,0.00094,0.0,3.333333
2026-05-25 15:45:38,1,0.340757,-0.165834,486.476752,-1493.6912,1307.21875,0.0,0.0,0.0,0.00061,0.0,3.333333
2026-05-25 15:45:56,1,0.482148,0.141391,1171.317266,684.8405,1424.875,0.0,0.0,0.0,0.000341,0.0,3.333333
2026-05-25 15:46:13,1,0.643036,0.160888,1797.582613,626.2653,1582.414062,0.0,0.0,0.0,0.000605,0.0,3.333333
2026-05-25 15:46:32,1,0.611874,-0.031162,1463.172918,-334.4097,1521.179688,0.0,0.0,0.0,0.000727,0.0,3.333333
2026-05-25 15:46:49,1,0.543281,-0.068593,1686.59954,223.4266,1554.953125,0.0,0.0,0.0,0.000593,0.0,3.333333
2026-05-25 15:47:07,1,0.473268,-0.070013,1468.062212,-218.5373,1624.796875,0.0,0.0,0.0,0.000538,0.0,3.333333
2026-05-25 15:47:24,1,0.469974,-0.003294,905.685909,-562.3763,917.40625,0.0,0.0,0.0,0.000464,0.033333,3.333333
2026-05-25 15:47:41,1,0.306534,-0.16344,653.539169,-252.1467,1086.527344,0.0,0.0,0.0,0.000623,0.0,2.222222
2026-05-25 15:47:59,1,0.352858,0.046324,903.536842,249.9977,1089.753906,0.0,0.0,0.0,0.00079,0.0,2.222222
2026-05-25 15:48:16,1,0.49583,0.142972,1316.585725,413.0489,1156.957031,0.0,0.0,0.0,0.000576,0.0,2.222222
2026-05-25 15:48:33,1,0.462337,-0.033493,958.704668,-357.8811,1163.804688,0.0,0.0,0.0,0.000613,0.0,2.222222
